,OBSPROJECT_UID,PI,PRJ_NAME,CODE,PRJ_SCIENTIFIC_RANK,PRJ_VERSION,PRJ_LETTER_GRADE,PRJ_STATUS,OBSPROPOSAL_UID,EXEC,timestamp,xmlfile,SCICAT,BANDS,time12m_aprc,time7m_aprc,timeTP_aprc,timeNonStd_aprc,APRCRank,APRCGrade,OBSREVIEW_UID
730,uid://A001/X1ed/X607,xingluwalker,Confirming Deeply Embedded Protostelar Population in the Central Molecular Zone,2015.1.00640.S,585.0,0,C,Phase1Submitted,uid://A001/X1ed/X608,NA,0,uid___A001_X1ed_X607.xml,3,6.0,2.5,0.0,0.0,0.0,585,U,uid://A001/X201/X139
731,uid://A001/X1ee/Xde8,jskim,A bona fide innermost Keplerian disk revealed by ALMA,2015.1.01189.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/Xde9,EA,0,uid___A001_X1ee_Xde8.xml,4,6.0,2.0,0.0,0.0,2.0,1439,U,uid://A001/X200/Xf42
732,uid://A001/X1ee/X75d,thaisa,Molecular gas flows around the Seyfert 2 nucleus of NGC7582: feeding or feedback?,2015.1.00729.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X75e,EU,0,uid___A001_X1ee_X75d.xml,2,6.0,1.9,0.0,0.0,0.0,1204,U,uid://A001/X200/X2e9
733,uid://A001/X1ed/Xd44,sahai,Sculpting Round Circumstellar Envelopes into Bipolar Nebulae: A CO J=3-2 study of the Water-Fountain Nebula IRAS16342-3814,2015.1.01154.S,520.0,0,C,Phase1Submitted,uid://A001/X1ed/Xd45,NA,0,uid___A001_X1ed_Xd44.xml,5,7.0,3.1,0.0,0.0,0.0,520,U,uid://A001/X201/X95c
734,uid://A001/X1ed/X758,knakanishi,Illuminate NGC 253 Nuclear Starburst by Ionized Gas Imaging in Parsec Scale with ALMA,2015.1.00732.S,870.0,0,C,Phase1Submitted,uid://A001/X1ed/X759,EA,0,uid___A001_X1ed_X758.xml,2,3.0,8.4,0.0,0.0,6.1,870,C,uid://A001/X200/X302
735,uid://A001/X1ee/X45f,schilke,Filament fragmentation in the high-mass Star Forming region G327.3-0.6,2015.1.00499.S,309.0,0,C,Phase1Submitted,uid://A001/X1ee/X460,EU,0,uid___A001_X1ee_X45f.xml,3,7.0,3.8,7.5,15.0,0.0,309,U,uid://A001/X200/X55e
736,uid://A001/X1ed/X1317,mlehnert,Outflows and Dissipation in a distant QSO and SMG pair: Where does the energy go?,2015.1.01489.S,818.0,0,C,Phase1Submitted,uid://A001/X1ed/X1318,EU,0,uid___A001_X1ed_X1317.xml,1,6.0,2.2,0.0,0.0,0.0,818,C,uid://A001/X200/X11d8
737,uid://A001/X1ed/X798,podigachoski,"Zooming in on the AGN-driven star formation in distant, powerful, radio-loud AGN",2015.1.00754.S,50.0,0,A,Phase1Submitted,uid://A001/X1ed/X799,EU,0,uid___A001_X1ed_X798.xml,1,7.0,4.5,0.0,0.0,0.0,50,A,uid://A001/X200/X4ce
738,uid://A001/X1b1/Xa6,ataniguchi,Next-decade's Reference of Molecular Gas Content Survey under the Extreme Environments in AGN-host Galaxy NGC 1068,2015.1.00093.S,800.0,0,C,Phase1Submitted,uid://A001/X1b1/Xa7,EA,0,uid___A001_X1b1_Xa6.xml,2,3.0,8.8,11.7,0.0,0.0,800,U,uid://A001/X201/Xe38
739,uid://A001/X1ee/X25e,mdunham,Detection and Characterization of Fragmentation in a Class 0 Disk,2015.1.00354.S,13.0,0,A,Phase1Submitted,uid://A001/X1ee/X25f,NA,0,uid___A001_X1ee_X25e.xml,4,6.0,4.8,0.0,0.0,0.0,13,A,uid://A001/X200/X925
740,uid://A001/X1b1/X13,liutiepku,Search for rotationally supported disks surrounding two low luminosity objects in a bright-rimmed cloud G192.32-11.87,2015.1.00052.S,1016.0,0,C,Phase1Submitted,uid://A001/X1b1/X14,EA,0,uid___A001_X1b1_X13.xml,4,74.0,6.9,0.0,0.0,0.0,1016,U,uid://A001/X200/X13e4
741,uid://A001/X1e6/X1,crazycarl42,CO-excitation in star-forming [CII]emitters at high-z,2015.1.00157.S,921.0,0,C,Phase1Submitted,uid://A001/X1e6/X2,EU,0,uid___A001_X1e6_X1.xml,1,7346.0,9.3,0.0,0.0,0.0,921,U,uid://A001/X201/Xf4f
742,uid://A001/X1ee/X8b2,zackdraper,Tracing a Causal Link Between the Lambda Boo Phenomenon and Debris Disks,2015.1.00833.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X8b3,NA,0,uid___A001_X1ee_X8b2.xml,4,76.0,3.9,0.0,0.0,0.0,1171,U,uid://A001/X200/X9fc
743,uid://A001/X1ee/X9c,genzel,Ubiquitous nuclear molecular outflows in massive z~2 star-forming galaxies?,2015.1.00220.S,179.0,0,B,Phase1Submitted,uid://A001/X1ee/X9d,EU,0,uid___A001_X1ee_X9c.xml,1,3.0,7.7,0.0,0.0,0.0,179,B,uid://A001/X201/Xdb
744,uid://A001/X1e6/X1c,smartin,Spatially resolved wideband spectroscopy in ULIRG obscured nuclei II,2015.1.00167.S,222.0,0,B,Phase1Submitted,uid://A001/X1e6/X1d,EU,0,uid___A001_X1e6_X1c.xml,2,346.0,8.0,0.0,0.0,0.0,222,B,uid://A001/X201/Xf8c
745,uid://A001/X1ed/X1d2,freeke,Star formation suppression in recent minor mergers,2015.1.00320.S,882.0,0,C,Phase1Submitted,uid://A001/X1ed/X1d3,EA,0,uid___A001_X1ed_X1d2.xml,2,3.0,4.0,0.0,0.0,0.0,882,C,uid://A001/X201/X4c6
746,uid://A001/X1ed/X903,ptemi,CO and AGN feedback in massive galaxies,2015.1.00860.S,594.0,0,C,Phase1Submitted,uid://A001/X1ed/X904,NA,0,uid___A001_X1ed_X903.xml,2,6.0,3.0,0.0,0.0,0.0,594,C,uid://A001/X201/X612
747,uid://A001/X1ed/X936,dckim,Search for recoiling SMBHs,2015.1.00874.S,1100.0,0,C,Phase1Submitted,uid://A001/X1ed/X937,NA,0,uid___A001_X1ed_X936.xml,2,6.0,2.9,0.0,0.0,2.9,1100,U,uid://A001/X200/Xb4c
748,uid://A001/X1ee/X914,ruudvisser,Winter is coming: characterizing CO snowlines in low-mass embedded protostars,2015.1.00858.S,771.0,0,C,Phase1Submitted,uid://A001/X1ee/X915,EU,0,uid___A001_X1ee_X914.xml,3,67.0,1.0,2.1,2.3,0.0,771,U,uid://A001/X201/X601
749,uid://A001/X1ee/X11aa,slai,Revealing the secrets of VLA1623: an in-depth look into the earliest star formation stage,2015.1.01431.S,782.0,0,C,Phase1Submitted,uid://A001/X1ee/X11ab,EA,0,uid___A001_X1ee_X11aa.xml,3,978.0,4.5,0.0,0.0,3.4,782,U,uid://A001/X201/Xb47
750,uid://A001/X1ee/X4f1,debreuck,An ALMA-MUSE Survey of Extended Radio Galaxy Haloes,2015.1.00530.S,223.0,0,B,Phase1Submitted,uid://A001/X1ee/X4f2,EU,0,uid___A001_X1ee_X4f1.xml,1,34.0,7.9,15.7,0.0,0.0,223,B,uid://A001/X200/X75f
751,uid://A001/X1ee/X397,tueta,Revealing the Chicken-and-Egg Problem of the Onset of the Equatorial Density Enhancement in the AGB Mass Loss,2015.1.00441.S,150.0,0,B,Phase1Submitted,uid://A001/X1ee/X398,NA,0,uid___A001_X1ee_X397.xml,5,7.0,4.8,0.0,0.0,0.0,150,B,uid://A001/X200/X111
752,uid://A001/X1ed/Xc41,jgoicoec,ALMA imaging of the Orion Bar: Density structures and chemical stratification in PDRs,2015.1.01082.S,59.0,0,A,Phase1Submitted,uid://A001/X1ed/Xc42,EU,0,uid___A001_X1ed_Xc41.xml,3,7.0,2.9,5.8,0.0,0.0,59,A,uid://A001/X201/X7ab
753,uid://A001/X1ed/X13c4,inchone,Orbital Evolution of Proto-Binary Systems - Footprints in Protostellar Outflows,2015.1.01525.S,130.0,0,B,Phase1Submitted,uid://A001/X1ed/X13c5,EA,0,uid___A001_X1ed_X13c4.xml,3,9.0,1.3,2.6,0.0,1.3,130,B,uid://A001/X200/X12db
754,uid://A001/X1ee/X90e,ddale,ALMA-LEGUS: Connecting Star Formation to its Fuel,2015.1.00857.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X90f,NA,0,uid___A001_X1ee_X90e.xml,2,74.0,9.7,0.0,0.0,0.0,1296,U,uid://A001/X200/Xa8a
755,uid://A001/X1fb/X24,wyatt,New examples of outward planet migration in 20-30Myr debris disks?,2015.1.01589.S,678.0,0,C,Phase1Submitted,uid://A001/X1fb/X25,EU,0,uid___A001_X1fb_X24.xml,4,7.0,3.6,0.0,0.0,0.0,678,U,uid://A001/X200/X16bf
756,uid://A001/X1fb/X1,wlim7,DEDI - Dust Evoltuin in Dense IRDCs,2015.1.01586.S,999999.0,0,C,Phase1Submitted,uid://A001/X1fb/X3,NA,0,uid___A001_X1fb_X1.xml,3,364.0,7.8,0.0,0.0,0.0,1240,U,uid://A001/X200/X16a0
757,uid://A001/X1b1/Xba,kkohno,ALMA deep survey on GOODS-S-JVLA field,2015.1.00098.S,382.0,0,B,Phase1Submitted,uid://A001/X1b1/Xbb,EA,0,uid___A001_X1b1_Xba.xml,1,6.0,44.4,0.0,0.0,0.0,382,B,uid://A001/X200/X15c2
758,uid://A001/X1ee/X869,chibuezej,Key Clues of High-mass Star Formation: The M17 Case,2015.1.00811.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X86a,OTHER,0,uid___A001_X1ee_X869.xml,3,3.0,1.4,0.0,0.0,0.0,1321,U,uid://A001/X200/X79b
759,uid://A001/X1ed/Xcb2,flouvet,A molecular disk wind from DG Tau B ?,2015.1.01108.S,56.0,0,A,Phase1Submitted,uid://A001/X1ed/Xcb3,CL,0,uid___A001_X1ed_Xcb2.xml,3,6.0,4.1,0.0,0.0,0.0,56,A,uid://A001/X200/Xc4c
760,uid://A001/X1ee/X125,orienti,Particle acceleration and magnetic field in the hot spot of 3C 445,2015.1.00264.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X126,EU,0,uid___A001_X1ee_X125.xml,2,3.0,6.3,0.0,0.0,6.3,1161,U,uid://A001/X201/X2fc
761,uid://A001/X1ee/X1b3,kkknudsen,Detecting [CII]in two strongly lensed z~6 star-forming galaxies,2015.1.00304.S,584.0,0,C,Phase1Submitted,uid://A001/X1ee/X1b4,EU,0,uid___A001_X1ee_X1b3.xml,1,6.0,5.8,0.0,0.0,0.0,584,C,uid://A001/X200/X5ed
762,uid://A001/X1ee/X11f,mpereira,Multi-phase outflows in ULIRGs: Mapping the massive cold component,2015.1.00263.S,528.0,0,C,Phase1Submitted,uid://A001/X1ee/X120,EU,0,uid___A001_X1ee_X11f.xml,2,6.0,6.6,0.0,0.0,0.0,528,C,uid://A001/X200/X1db
763,uid://A001/X1e5/X3a,nje,B335: A Test-Bed for Spherical Collapse,2015.1.00169.S,203.0,0,B,Phase1Submitted,uid://A001/X1e5/X3b,NA,0,uid___A001_X1e5_X3a.xml,3,7.0,5.9,0.0,0.0,0.0,203,B,uid://A001/X201/Xfa4
764,uid://A001/X1ee/X123d,jfwu,Final Piece of the Puzzle: What Drives the Enhanced X-ray Emission from the Most Powerful Jets in the Early Universe,2015.1.01469.S,1005.0,0,C,Phase1Submitted,uid://A001/X1ee/X123e,NA,0,uid___A001_X1ee_X123d.xml,2,7.0,16.2,0.0,0.0,0.0,1005,C,uid://A001/X200/X110a
765,uid://A001/X1ee/X1245,cespaillat,On the edge: classifying one of the faintest disks imaged to date,2015.1.01470.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X1246,NA,0,uid___A001_X1ee_X1245.xml,4,6.0,3.3,0.0,0.0,3.3,1361,U,uid://A001/X200/X111a
766,uid://A001/X1ee/X1490,samantha,Probing Internal Structures of a Compact Bipolar Jet in NGC2023 MM1,2015.1.01570.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X1491,EA,0,uid___A001_X1ee_X1490.xml,3,6.0,0.9,1.2,2.3,0.0,1499,U,uid://A001/X201/Xe83
767,uid://A001/X1ed/Xe23,nomura,Diagnozing Protoplanet Formation in Protoplanetary Disks,2015.1.01207.S,227.0,0,B,Phase1Submitted,uid://A001/X1ed/Xe24,EA,0,uid___A001_X1ed_Xe23.xml,4,6.0,4.2,0.0,0.0,0.0,227,B,uid://A001/X201/Xc5b
768,uid://A001/X1ed/Xfc6,fbigiel,Galaxy Disk Growth in Action: Probing the Star-Forming Gas in the Extreme Outer Disk of M83,2015.1.01306.S,338.0,0,C,Phase1Submitted,uid://A001/X1ed/Xfc7,EU,0,uid___A001_X1ed_Xfc6.xml,2,3.0,4.8,0.0,0.0,0.0,338,U,uid://A001/X201/Xc32
769,uid://A001/X1b1/Xae,jjtobin,Characterizing the Kinematic Structure of VLA-Detected Protostellar Disk Candidates,2015.1.00096.S,20866.0,0,D,Phase1Submitted,uid://A001/X1b1/Xaf,EU,0,uid___A001_X1b1_Xae.xml,4,6.0,0.0,0.0,0.0,0.0,20866,O,uid://A001/X200/X1586
770,uid://A001/X1ee/Xc71,nsakai,Unviased Chemical Survey of Protostellar Sources in Perseus,2015.1.01093.S,165.0,0,B,Phase1Submitted,uid://A001/X1ee/Xc72,EA,0,uid___A001_X1ee_Xc71.xml,3,6.0,9.2,0.0,0.0,0.0,165,B,uid://A001/X201/X84a
771,uid://A001/X1ee/X716,ivbemmel,Witnessing the birth of an active nucleus,2015.1.00711.S,724.0,0,C,Phase1Submitted,uid://A001/X1ee/X717,EU,0,uid___A001_X1ee_X716.xml,2,67.0,27.0,0.0,0.0,9.0,724,U,uid://A001/X200/X265
772,uid://A001/X1ee/Xcc2,eegami,Exceptionally Bright Cluster-Lensed SMGs at z=2.0 and 4.7,2015.1.01113.S,324.0,0,B,Phase1Submitted,uid://A001/X1ee/Xcc3,NA,0,uid___A001_X1ee_Xcc2.xml,1,673.0,3.4,0.0,0.0,0.0,324,B,uid://A001/X200/Xc74
773,uid://A001/X1b1/X134,sebhaan,Probing the Formation of Nuclear Stellar Cusps,2015.1.00132.S,535.0,0,C,Phase1Submitted,uid://A001/X1b1/X135,OTHER,0,uid___A001_X1b1_X134.xml,2,7.0,9.7,0.0,0.0,0.0,535,U,uid://A001/X200/X16ed
774,uid://A001/X1ed/X9b4,corsiale,Unraveling the physics of broad-line type Ic supernovae with ALMA,2015.1.00910.T,344.0,0,B,Phase1Submitted,uid://A001/X1ed/X9b5,NA,0,uid___A001_X1ed_X9b4.xml,5,73.0,5.3,0.0,0.0,0.0,344,B,uid://A001/X201/X71e
775,uid://A001/X1fc/X2,chara,"Unveiling the nature of an extremely low-luminosity, red YSO detected in the ACA imaging of rho Oph-C: forming phase of very low-mass brown dwarf at the planetary border?",2015.1.01592.S,539.0,0,B,Phase1Submitted,uid://A001/X1fc/X3,EA,0,uid___A001_X1fc_X2.xml,3,6.0,3.3,0.0,0.0,0.0,539,B,uid://A001/X200/X16d5
776,uid://A001/X1ee/X3fd,acedge,ALMA observations of Hydra-A  - resolving a cold gas disk,2015.1.00472.S,619.0,0,C,Phase1Submitted,uid://A001/X1ee/X3fe,EU,0,uid___A001_X1ee_X3fd.xml,2,6.0,1.3,0.0,0.0,0.0,619,U,uid://A001/X200/X451
777,uid://A001/X1ee/X3f7,edrabekmaunder,Mind the Gap:  Understanding the Structure of the LkCa 15 Disk,2015.1.00471.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X3f8,EU,0,uid___A001_X1ee_X3f7.xml,4,7.0,2.3,0.0,0.0,0.0,1461,U,uid://A001/X201/X37b
778,uid://A001/X1b1/X128,rdecarli,Ionized interstellar medium in highly star-forming galaxies at z >2.9,2015.1.00130.S,395.0,0,C,Phase1Submitted,uid://A001/X1b1/X129,EU,0,uid___A001_X1b1_X128.xml,1,678.0,7.5,0.0,0.0,1.8,395,U,uid://A001/X200/X16d9
779,uid://A001/X1ed/X402,sambit,The molecular hydrogen content and CO-to-H_2 conversion factor for very low metallicity dwarfs - a pilot study,2015.1.00484.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X403,EU,0,uid___A001_X1ed_X402.xml,2,3.0,1.3,0.0,0.0,0.0,1227,U,uid://A001/X200/X4e7
780,uid://A001/X1ee/X12ec,facchini,Testing an external photoevaporation scenario for gas dispersal in IM Lup,2015.1.01499.S,981.0,0,C,Phase1Submitted,uid://A001/X1ee/X12ed,EU,0,uid___A001_X1ee_X12ec.xml,4,3.0,3.4,0.0,0.0,0.0,981,U,uid://A001/X200/X1261
781,uid://A001/X1ed/X1347,stephgreis,Exploring the Molecular Gas Fuelling Star Formation in Lyman Break Analogues,2015.1.01500.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X1348,EU,0,uid___A001_X1ed_X1347.xml,2,83.0,13.7,0.0,0.0,6.9,1392,U,uid://A001/X200/X126c
782,uid://A001/X1ee/X1508,rsimon,Water Vapor near Ceres,2015.1.01583.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X1509,NA,0,uid___A001_X1ee_X1508.xml,4,7.0,1.6,0.0,0.0,0.0,1276,U,uid://A001/X200/X1696
783,uid://A001/X1ed/X1064,deugarte,Molecules in high-z star frorming regions probed with GRB afterglows,2015.1.01343.T,571.0,0,C,Phase1Submitted,uid://A001/X1ed/X1065,EU,0,uid___A001_X1ed_X1064.xml,1,3.0,3.9,0.0,0.0,0.0,571,U,uid://A001/X200/X113d
784,uid://A001/X1ed/Xa05,akawamura,Sub-parsec scale structure of quiescent molecular clouds possibly pre-forming clusters,2015.1.00929.S,971.0,0,C,Phase1Submitted,uid://A001/X1ed/Xa06,EA,0,uid___A001_X1ed_Xa05.xml,3,6.0,4.3,8.7,13.2,0.0,971,U,uid://A001/X201/X831
785,uid://A001/X1b1/X80,pinillapaola,Origin and efficiency of particle trapping in transition disks,2015.1.00077.S,999999.0,0,C,Phase1Submitted,uid://A001/X1b1/X81,EU,0,uid___A001_X1b1_X80.xml,4,36.0,10.4,0.0,0.0,0.0,1287,U,uid://A001/X200/X1487
786,uid://A001/X1ee/X1254,takayanozawa,Uncovering the Chemistry and Dynamics of the Dusty Nebula around a Luminous Blue Variable HR Car with ALMA,2015.1.01472.S,894.0,0,C,Phase1Submitted,uid://A001/X1ee/X1255,EA,0,uid___A001_X1ee_X1254.xml,5,76.0,4.0,0.0,0.0,0.0,894,U,uid://A001/X200/X1121
787,uid://A001/X1ed/Xc2e,acboley,Observations of Stellar Atmospheres by ALMA: Implications for stellar atmosphere models and debris disc detections,2015.1.01077.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/Xc2f,NA,0,uid___A001_X1ed_Xc2e.xml,4,674.0,4.0,0.0,0.0,4.0,1492,U,uid://A001/X201/X783
788,uid://A001/X1ed/X955,dfarrah,Spatially Resolving the impact of an AGN wind on the CO gas reservoir in a luminous QSO,2015.1.00882.S,392.0,0,C,Phase1Submitted,uid://A001/X1ed/X956,NA,0,uid___A001_X1ed_X955.xml,2,76.0,1.9,0.0,0.0,0.0,392,C,uid://A001/X200/Xb80
789,uid://A001/X1ee/Xfed,garyfuller,Tracing the evolution of massive protostars,2015.1.01312.S,285.0,0,B,Phase1Submitted,uid://A001/X1ee/Xfee,EU,0,uid___A001_X1ee_Xfed.xml,3,6.0,5.6,0.0,0.0,0.0,285,B,uid://A001/X201/Xca6
790,uid://A001/X1b1/Xd3,keflavich,Sgr B2 - The Proving Ground for Star Formation Theories,2015.1.00104.S,513.0,0,C,Phase1Submitted,uid://A001/X1b1/Xd4,EU,0,uid___A001_X1b1_Xd3.xml,3,3.0,5.8,7.8,15.5,0.0,513,U,uid://A001/X201/Xe78
791,uid://A001/X1b1/X99,khinkle,Looking into the heart of Sakurai's Object,2015.1.00087.S,722.0,0,C,Phase1Submitted,uid://A001/X1b1/X9a,NA,0,uid___A001_X1b1_X99.xml,5,7.0,2.8,0.0,0.0,0.0,722,U,uid://A001/X200/X14bd
792,uid://A001/X1b3/X7e,magnusp,The origin and deuteration of warm water emission in low-mass protostars,2015.1.00088.S,648.0,0,C,Phase1Submitted,uid://A001/X1b3/X7f,EU,0,uid___A001_X1b3_X7e.xml,3,86.0,10.5,0.0,0.0,6.2,648,U,uid://A001/X200/X14c0
793,uid://A001/X1ee/X89f,saalto,A deeply buried AGN? Zooming in on the nucleus if the LIRG IC860,2015.1.00823.S,15.0,0,A,Phase1Submitted,uid://A001/X1ee/X8a0,EU,0,uid___A001_X1ee_X89f.xml,2,7.0,1.4,0.0,0.0,1.4,15,A,uid://A001/X200/X9aa
794,uid://A001/X1ed/X556,dcormier,Solving the mystery of star formation without cold gas,2015.1.00586.S,664.0,0,C,Phase1Submitted,uid://A001/X1ed/X557,EU,0,uid___A001_X1ed_X556.xml,2,637.0,2.6,0.0,0.0,0.0,664,C,uid://A001/X200/X88a
795,uid://A001/X1b3/Xcf,jtan,A Tale of Two Cores II. Magnetic Fields at the Onset of Massive Star Formation,2015.1.00115.S,876.0,0,C,Phase1Submitted,uid://A001/X1b3/Xd0,NA,0,uid___A001_X1b3_Xcf.xml,3,6.0,9.9,0.0,0.0,9.9,876,U,uid://A001/X200/X166a
796,uid://A001/X1ee/X83a,ncrocket,Tracing the Origins of Nitrogen Bearing Organics Toward Orion KL,2015.1.00793.S,164.0,0,B,Phase1Submitted,uid://A001/X1ee/X83b,NA,0,uid___A001_X1ee_X83a.xml,3,4.0,1.6,0.0,0.0,0.9,164,B,uid://A001/X201/X3f1
797,uid://A001/X1ee/X15d,rcesaroni,Are there disks around O-type protostars?,2015.1.00281.S,53.0,0,A,Phase1Submitted,uid://A001/X1ee/X15e,EU,0,uid___A001_X1ee_X15d.xml,4,6.0,7.9,0.0,0.0,0.0,53,A,uid://A001/X200/X2b5
798,uid://A001/X1ee/X109e,cgoddi,Structure and Evolution of Massive Outflows,2015.1.01361.S,793.0,0,C,Phase1Submitted,uid://A001/X1ee/X109f,EU,0,uid___A001_X1ee_X109e.xml,3,6.0,5.4,7.2,14.4,0.0,793,U,uid://A001/X201/Xda5
799,uid://A001/X1ee/Xa31,wdewit,The envelopes of massive YSOs.,2015.1.00938.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/Xa32,EU,0,uid___A001_X1ee_Xa31.xml,4,6.0,3.2,0.0,0.0,3.2,1414,U,uid://A001/X200/Xc41
800,uid://A001/X1ed/X183,zschaechner,Galactic Scale Feedback:  An Investigation of the Combined Effects of AGN and Starburst Driven Outflows,2015.1.00297.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ed/X184,EU,0,uid___A001_X1ed_X183.xml,2,3.0,2.0,4.1,8.2,0.0,1223,U,uid://A001/X200/X5c3
801,uid://A001/X1ee/X2e3,achung,Molecular Gas Properties of HI Monsters,2015.1.00389.S,975.0,0,C,Phase1Submitted,uid://A001/X1ee/X2e4,EA,0,uid___A001_X1ee_X2e3.xml,2,3.0,6.6,0.0,0.0,0.0,975,C,uid://A001/X200/Xb10
802,uid://A001/X1ee/X143e,enricabe,Massive starburst-driven outflow in NGC 4945?,2015.1.01556.S,869.0,0,C,Phase1Submitted,uid://A001/X1ee/X143f,EU,0,uid___A001_X1ee_X143e.xml,2,7.0,1.0,0.0,0.0,0.0,869,U,uid://A001/X200/X15bf
803,uid://A001/X1ee/X30b,ngoc,Spatially Resolving the Disk of a Young Brown Dwarf,2015.1.00400.S,754.0,0,C,Phase1Submitted,uid://A001/X1ee/X30c,NA,0,uid___A001_X1ee_X30b.xml,4,37.0,2.3,0.0,0.0,2.3,754,U,uid://A001/X200/Xbcc
804,uid://A001/X1ee/X147d,simonavegetti,The challenging quest for CDM substructure,2015.1.01567.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/X147e,EU,0,uid___A001_X1ee_X147d.xml,1,7.0,16.7,0.0,0.0,16.7,1325,U,uid://A001/X200/X1613
805,uid://A001/X1ee/X907,cmurray,Searching for Molecular Gas in High-Velocity Clouds,2015.1.00856.S,622.0,0,C,Phase1Submitted,uid://A001/X1ee/X908,NA,0,uid___A001_X1ee_X907.xml,3,3.0,8.0,0.0,0.0,8.0,622,C,uid://A001/X200/Xa77
806,uid://A001/X1ee/Xef3,qnguyen,Large-scale triggering star formation in the most active massive star forming complex RCW106,2015.1.01252.S,1024.0,0,C,Phase1Submitted,uid://A001/X1ee/Xef4,EA,0,uid___A001_X1ee_Xef3.xml,3,3.0,3.9,7.8,15.6,0.0,1024,U,uid://A001/X201/Xa45
807,uid://A001/X1ee/Xee4,arossi,Unveiling the birthplaces of long gamma-ray bursts,2015.1.01248.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/Xee5,EU,0,uid___A001_X1ee_Xee4.xml,2,7.0,3.1,0.0,0.0,0.0,1417,U,uid://A001/X201/Xa35
808,uid://A001/X1ee/Xdb1,svicente,An evaporating globule in Carina: tracing the missing link between EGGs and proplyds with ALMA,2015.1.01175.S,999999.0,0,C,Phase1Submitted,uid://A001/X1ee/Xdb2,EU,0,uid___A001_X1ee_Xdb1.xml,3,7.0,5.8,0.0,0.0,0.0,1369,U,uid://A001/X200/Xede
809,uid://A001/X1ed/Xf8c,wyrowski,Hot water in the inner envelope of massive proto-stars/clusters,2015.1.01294.S,719.0,0,C,Phase1Submitted,uid://A001/X1ed/Xf8d,EU,0,uid___A001_X1ed_Xf8c.xml,3,98.0,2.6,0.0,0.0,2.6,719,U,uid://A001/X201/Xbcc
810,uid://A001/X1ee/X7df,psheehan,Disk Masses and Dust Grain Growth in Class I Protostars in Taurus,2015.1.00764.S,20542.0,0,D,Phase1Submitted,uid://A001/X1ee/X7e0,NA,0,uid___A001_X1ee_X7df.xml,4,37.0,0.0,0.0,0.0,2.4,20542,O,uid://A001/X200/X554
811,uid://A001/X1ee/X96b,stakano,Effects of active galactic nucleus and starburst in the nearby galaxy NGC 1068: High spatial resolution images of neutral carbon (CI),2015.1.00881.S,478.0,0,B,Phase1Submitted,uid://A001/X1ee/X96c,EA,0,uid___A001_X1ee_X96b.xml,2,8.0,7.7,0.0,0.0,7.7,478,B,uid://A001/X201/X678
812,uid://A001/X1ee/X607,jinhuahe,Map molecular cloud chemistry and turbulence across a spiral arm of M83,2015.1.00624.S,422.0,0,B,Phase1Submitted,uid://A001/X1ee/X608,CL,0,uid___A001_X1ee_X607.xml,2,6.0,13.0,0.0,0.0,0.0,422,B,uid://A001/X201/X91
813,uid://A001/X1ee/X10b9,aeguzman,Rotating hot cores confining hyper-compact HII regions,2015.1.01371.S,720.0,0,C,Phase1Submitted,uid://A001/X1ee/X10ba,CL,0,uid___A001_X1ee_X10b9.xml,3,6.0,4.8,0.0,0.0,0.0,720,C,uid://A001/X201/Xdd7
814,uid://A001/X195/X19,eelco,First insights into the importance of galaxy merging during the epoch of cluster formation,2015.1.00004.S,1004.0,0,C,Phase1Submitted,uid://A001/X195/X1a,EU,0,uid___A001_X195_X19.xml,1,47.0,4.5,0.0,0.0,0.0,1004,U,uid://A001/X201/X1f
815,uid://A001/X1ed/Xe99,jbrand,The core mass function in a far-outer Galaxy cloud,2015.1.01235.S,901.0,0,C,Phase1Submitted,uid://A001/X1ed/Xe9a,EU,0,uid___A001_X1ed_Xe99.xml,3,6.0,6.0,0.0,0.0,0.0,901,C,uid://A001/X200/Xfb9
816,uid://A001/X1ee/X1f3,tsawada,Structural Evolution of Molecular Clouds in the LMC: Spontaneous vs. Triggered,2015.1.00321.S,1086.0,0,C,Phase1Submitted,uid://A001/X1ee/X1f4,EA,0,uid___A001_X1ee_X1f3.xml,3,3.0,1.3,2.6,5.1,0.0,1086,U,uid://A001/X201/X4e7
